review_priority,priority_reason,parent_record_id,obligation_id,article_id,paragraph_id,article_title,parent_topic_family,parent_decomposition_strategy,obligation_label,obligation_summary,source_span_text,product_scope,channel_scope,obligation_mode,trigger_type,operationality,consumer_visibility,gemini_confidence,reviewer_note
high,high_priority_article|split_parent|core_obligation_mode,law_fincpa_main_2026-01-02:제22조:①,law_fincpa_main_2026-01-02:제22조:①:ob01,제22조,①,금융상품등에 관한 광고 관련 준수사항,advertising_compliance,split_unit,law_fincpa_main_2026-01-02:제22조:①:01,Prohibit unauthorized entities and certain investment product agents/brokers from advertising financial products or services.,금융상품판매업자등이 아닌 자 및 투자성 상 품에 관한 금융상품판매대리ㆍ중개업자 등 대통령령으로 정하는 금융상품판매업자등은 금융 상품판매업자등의 업무에 관한 광고 또는 금융상품에 관한 광고(이하 “금융상품등에 관한 광 고”라 한다)를 해서는 아니 된다.,general|investment,advertising,prohibited_action,must_not_do,direct_checkable,consumer_facing,high,This establishes the core prohibition on advertising for non-sales operators and specific investment agents/brokers.
high,high_priority_article|split_parent|not_direct_checkable,law_fincpa_main_2026-01-02:제22조:①,law_fincpa_main_2026-01-02:제22조:①:ob02,제22조,①,금융상품등에 관한 광고 관련 준수사항,advertising_compliance,split_unit,law_fincpa_main_2026-01-02:제22조:①:02,Permit specified financial associations and holding companies to conduct financial advertising as exceptions.,"다만, 다음 각 호의 어느 하나에 해당하는 기관(이하 “협회등 ”이라 한다), 그 밖에 금융상품판매업자등이 아닌 자로서 금융상품판매업자등을 자회사 또는 손자회사로 하는 금융지주회사 등 대통령령으로 정하는 자는 금융상품등에 관한 광고를 할 수 있다.",general,advertising,general_principle,delegated_detail,needs_subrule_design,consumer_facing,high,"This defines the legal exceptions to the advertising prohibition, listing specific financial associations and holding companies."
high,high_priority_article|split_parent|core_obligation_mode,law_fincpa_main_2026-01-02:제22조:③,law_fincpa_main_2026-01-02:제22조:③:ob01,제22조,③,금융상품등에 관한 광고 관련 준수사항,advertising_compliance,split_unit,law_fincpa_main_2026-01-02:제22조:③:일반_광고_필수사항,"금융상품 광고 시 계약 체결 전 설명서 및 약관 권유 문구와 판매업자 명칭, 상품 내용을 반드시 포함해야 함 (투자성 상품 광고 제외)","금융상품판매업자등이 하는 금융상품등에 관한 광고에는 다음 각 호의 내용이 포함되어 야 한다. 다만, 제17조제5항 본문에 따른 투자성 상품에 관한 광고에 대해서는 그러하지 아 니하다. 1. 금융상품에 관한 계약을 체결하기 전에 금융상품 설명서 및 약관을 읽어 볼 것을 권유하 는 내용 2. 금융상품판매업자등의 명칭, 금융상품의 내용",multiple,advertising,required_content,must_disclose,direct_checkable,consumer_facing,high,"This represents the baseline mandatory content for general financial product advertisements, excluding specific investment product advertisements governed by Article 17(5)."
high,high_priority_article|split_parent|core_obligation_mode,law_fincpa_main_2026-01-02:제22조:③,law_fincpa_main_2026-01-02:제22조:③:ob02,제22조,③,금융상품등에 관한 광고 관련 준수사항,advertising_compliance,split_unit,law_fincpa_main_2026-01-02:제22조:③:보장성_상품_광고_필수사항,"보장성 상품 광고 시 기존 계약 해지 후 신규 계약 체결에 따른 불이익(거부, 보험료 인상, 보장내용 변경 등) 가능성을 포함해야 함",가. 보장성 상품의 경우: 기존에 체결했던 계약을 해지하고 다른 계약을 체결하는 경우에는 계약체결의 거부 또는 보험료 등 금융소비자의 지급비용(이하 이 조에서 “보험료등”이라 한다)이 인상되거나 보장내용이 변경될 수 있다는 사항,insurance,advertising,required_content,must_disclose,direct_checkable,consumer_facing,high,Applies specifically to insurance/protection-type products to prevent disadvantageous churn.
high,high_priority_article|split_parent|core_obligation_mode,law_fincpa_main_2026-01-02:제22조:③,law_fincpa_main_2026-01-02:제22조:③:ob03,제22조,③,금융상품등에 관한 광고 관련 준수사항,advertising_compliance,split_unit,law_fincpa_main_2026-01-02:제22조:③:투자성_상품_광고_필수사항,투자성 상품 광고 시 투자에 따른 위험 및 과거 실적이 미래 수익을 보장하지 않는다는 사실을 포함해야 함,나. 투자성 상품의 경우 1) 투자에 따른 위험 2) 과거 운용실적을 포함하여 광고를 하는 경우에는 그 운용실적이 미래의 수익률을 보장 하는 것이 아니라는 사항,investment,advertising,required_content,must_disclose,direct_checkable,consumer_facing,high,"Applies specifically to investment products, including conditional disclosure when past performance is advertised."
high,high_priority_article|split_parent|not_direct_checkable|core_obligation_mode,law_fincpa_main_2026-01-02:제22조:③,law_fincpa_main_2026-01-02:제22조:③:ob04,제22조,③,금융상품등에 관한 광고 관련 준수사항,advertising_compliance,split_unit,law_fincpa_main_2026-01-02:제22조:③:예금성_상품_광고_필수사항,예금성 상품 광고 시 만기지급금 등을 예시하는 경우 해당 예시가 미래 수익을 보장하지 않는다는 사실을 포함해야 함 (대통령령으로 정하는 변동금리 상품에 한함),다. 예금성 상품의 경우: 만기지급금 등을 예시하여 광고하는 경우에는 해당 예시된 지급금 등이 미래의 수익을 보장하는 것이 아니라는 사항(만기 시 지급금이 변동하는 예금성 상 품으로서 대통령령으로 정하는 금융상품의 경우에 한정한다),deposit,advertising,required_content,must_disclose,needs_subrule_design,consumer_facing,high,Applies to deposit-type products under specific conditions (when illustrating maturity payouts for variable rate products defined by Presidential Decree).
high,high_priority_article|split_parent|core_obligation_mode,law_fincpa_main_2026-01-02:제22조:③,law_fincpa_main_2026-01-02:제22조:③:ob05,제22조,③,금융상품등에 관한 광고 관련 준수사항,advertising_compliance,split_unit,law_fincpa_main_2026-01-02:제22조:③:대출성_상품_광고_필수사항,대출성 상품 광고 시 대출조건을 반드시 포함해야 함,라. 대출성 상품의 경우: 대출조건,loan,advertising,required_content,must_disclose,direct_checkable,consumer_facing,high,Applies specifically to loan products.
high,high_priority_article|split_parent|not_direct_checkable|core_obligation_mode,law_fincpa_main_2026-01-02:제22조:④,law_fincpa_main_2026-01-02:제22조:④:ob01,제22조,④,금융상품등에 관한 광고 관련 준수사항,advertising_compliance,split_unit,law_fincpa_main_2026-01-02:제22조:④:1,"보장성 상품 광고 시 보장 제한, 고액 보장 강조, 보험료 오인 유도, 자동갱신 인상 미고지 등 소비자가 오인할 수 있는 행위를 금지한다.","1. 보장성 상품 가. 보장한도, 보장 제한 조건, 면책사항 또는 감액지급 사항 등을 빠뜨리거나 충분히 고지하지 아니하여 제한 없이 보장을 받을 수 있는 것으로 오인하게 하는 행위 나. 보험금이 큰 특정 내용만을 강조하거나 고액 보장 사례 등을 소개하여 보장내용이 큰 것으로 오인하게 하는 행위 다. 보험료를 일(日) 단위로 표시하거나 보험료의 산출기준을 불충분하게 설명하는 등 보험료등이 저렴한 것으로 오인하게 하는 행위 라. 만기 시 자동갱신되는 보장성 상품의 경우 갱신 시 보험료등이 인상될 수 있음을 금융소비자가 인지할 수 있도록 충분히 고지하지 아니하는 행위 마. 금리 및 투자실적에 따라 만기환급금이 변동될 수 있는 보장성 상품의 경우 만기환급금이 보장성 상품의 만기일에 확정적으로 지급되는 것으로 오인하게 하는 행위 등 금융소비자 보호를 위하여 대통령령으로 정하는 행위",insurance,advertising,prohibited_action,must_not_do,needs_subrule_design,consumer_facing,high,보장성 상품(보험 등) 광고 제작 시 필수 고지사항 누락 및 오인 유도 행위를 금지하는 세부 기준 수립 필요.
high,high_priority_article|split_parent|not_direct_checkable|core_obligation_mode,law_fincpa_main_2026-01-02:제22조:④,law_fincpa_main_2026-01-02:제22조:④:ob02,제22조,④,금융상품등에 관한 광고 관련 준수사항,advertising_compliance,split_unit,law_fincpa_main_2026-01-02:제22조:④:2,"투자성 상품 광고 시 손실보전·이익보장 오인 유도, 허용되지 않은 사항 사용, 특정 유리한 기간의 수익률만 표시하는 행위를 금지한다.",2. 투자성 상품 가. 손실보전(損失補塡) 또는 이익보장이 되는 것으로 오인하게 하는 행위... 나. 대통령령으로 정하는 투자성 상품에 대하여 해당 투자성 상품의 특성을 고려하여 대통령령으로 정하는 사항 외의 사항을 광고에 사용하는 행위 다. 수익률이나 운용실적을 표시하는 경우 수익률이나 운용실적이 좋은 기간의 수익률이나 운용실적만을 표시하는 행위 등 금융소비자 보호를 위하여 대통령령으로 정하는 행위,investment,advertising,prohibited_action,must_not_do,needs_subrule_design,consumer_facing,high,투자성 상품 광고 시 원금보장 오인 방지 및 수익률 왜곡 표시 금지 통제 장치 마련 필요.
high,high_priority_article|split_parent|not_direct_checkable|core_obligation_mode,law_fincpa_main_2026-01-02:제22조:④,law_fincpa_main_2026-01-02:제22조:④:ob03,제22조,④,금융상품등에 관한 광고 관련 준수사항,advertising_compliance,split_unit,law_fincpa_main_2026-01-02:제22조:④:3,예금성 상품 광고 시 이자율 범위·산정방법 등을 불명확하게 표시하여 오인을 유도하거나 유리한 기간의 수익률만 표시하는 행위를 금지한다.,"3. 예금성 상품 가. 이자율의 범위ㆍ산정방법, 이자의 지급ㆍ부과 시기 및 부수적 혜택ㆍ비용을 명확히 표시하지 아니하여 금융소비자가 오인하게 하는 행위 나. 수익률이나 운용실적을 표시하는 경우 수익률이나 운용실적이 좋은 기간의 것만을 표시하는 행위 등 금융소비자 보호를 위하여 대통령령으로 정하는 행위",deposit,advertising,prohibited_action,must_not_do,needs_subrule_design,consumer_facing,high,예금성 상품 광고 시 이자율 산정방식 명확화 및 수익률 왜곡 표시 금지 기준 적용 필요.
high,high_priority_article|split_parent|not_direct_checkable|core_obligation_mode,law_fincpa_main_2026-01-02:제22조:④,law_fincpa_main_2026-01-02:제22조:④:ob04,제22조,④,금융상품등에 관한 광고 관련 준수사항,advertising_compliance,split_unit,law_fincpa_main_2026-01-02:제22조:④:4,대출성 상품 광고 시 대출이자율 범위·산정방법 등을 불명확하게 표시하거나 일 단위 표시로 저렴한 것으로 오인하게 하는 행위를 금지한다.,"4. 대출성 상품 가. 대출이자율의 범위ㆍ산정방법, 대출이자의 지급ㆍ부과 시기 및 부수적 혜택ㆍ비용을 명확히 표시하지 아니하여 금융소비자가 오인하게 하는 행위 나. 대출이자를 일 단위로 표시하여 대출이자가 저렴한 것으로 오인하게 하는 행위 등 금융소비자 보호를 위하여 대통령령으로 정하는 행위",loan,advertising,prohibited_action,must_not_do,needs_subrule_design,consumer_facing,high,대출성 상품 광고 시 일일 이자율 강조 금지 및 이자율 산정방식 명확화 통제 필요.
high,high_priority_article|not_direct_checkable|core_obligation_mode,law_fincpa_main_2026-01-02:제22조:⑥,law_fincpa_main_2026-01-02:제22조:⑥:ob01,제22조,⑥,금융상품등에 관한 광고 관련 준수사항,advertising_compliance,single_unit,law_fincpa_main_2026-01-02:제22조:⑥:01,협회등은 금융상품판매업자등의 광고가 기준을 준수하는지 확인하고 그 결과를 해당 금융상품판매업자등에게 통보할 수 있음,협회등은 금융상품판매업자등의 금융상품등에 관한 광고와 관련하여 대통령령으로 정하는 바에 따라 제1항부터 제4항까지의 광고 관련 기준을 준수하는지를 확인하고 그 결과에 대한 의견을 해당 금융상품판매업자등에게 통보할 수 있다.,general,advertising,workflow_control,delegated_detail,needs_subrule_design,internal_only,high,"이 조항은 협회등의 광고 심의 및 결과 통보 권한을 규정하고 있으며, 구체적인 절차는 대통령령에 위임되어 있습니다."
high,high_priority_article|not_direct_checkable|core_obligation_mode,law_fincpa_main_2026-01-02:제22조:⑦,law_fincpa_main_2026-01-02:제22조:⑦:ob01,제22조,⑦,금융상품등에 관한 광고 관련 준수사항,advertising_compliance,single_unit,law_fincpa_main_2026-01-02:제22조:⑦:01,"Observe the specific details, methods, and procedures of advertising compliance as prescribed by the Presidential Decree.",제2항부터 제4항까지의 규정과 관련된 구체적인 내용 및 광고의 방법과 절차는 대통령령 으로 정한다.,general,advertising,workflow_control,delegated_detail,delegated_to_decree,internal_only,high,This is a delegation clause pointing to the Presidential Decree for specific advertising methods and procedures.
high,high_priority_article|split_parent|not_direct_checkable,law_fincpa_main_2026-01-02:제23조:①,law_fincpa_main_2026-01-02:제23조:①:ob01,제23조,①,계약서류의 제공의무,other,split_unit,law_fincpa_main_2026-01-02:제23조:①:01,Provide contract documents to financial consumers without delay upon entering into a contract.,금융상품직접판매업자 및 금융상품자문업자는 금융소비자와 금융상품 또는 금융상품자문에 관한 계약을 체결하는 경우 금융상품의 유형별로 대통령령으 로 정하는 계약서류를 금융소비자에게 지체 없이 제공하여야 한다.,general,contracting,required_action,must_do,needs_subrule_design,consumer_facing,high,Requires system integration to automatically generate and deliver the specified contract documents immediately upon contract finalization.
high,high_priority_article|split_parent|not_direct_checkable|core_obligation_mode,law_fincpa_main_2026-01-02:제23조:①,law_fincpa_main_2026-01-02:제23조:①:ob02,제23조,①,계약서류의 제공의무,other,split_unit,law_fincpa_main_2026-01-02:제23조:①:02,Exempt from providing contract documents if the contract content does not harm consumer protection as specified by Presidential Decree.,"다만, 계약내용 등이 금융 소비자 보호를 해칠 우려가 없는 경우로서 대통령령으로 정하는 경우에는 계약서류를 제공하 지 아니할 수 있다.",general,contracting,workflow_control,delegated_detail,delegated_to_decree,internal_only,high,This is a conditional exemption that must be mapped against the specific criteria set forth in the Presidential Decree.
high,high_priority_article|not_direct_checkable|core_obligation_mode,law_fincpa_main_2026-01-02:제23조:③,law_fincpa_main_2026-01-02:제23조:③:ob01,제23조,③,계약서류의 제공의무,other,single_unit,law_fincpa_main_2026-01-02:제23조:③:01,Follow the methods and procedures prescribed by the Presidential Decree when providing contract documents to consumers.,제1항에 따른 계약서류 제공의 방법 및 절차는 대통령령으로 정한다.,general,contracting,workflow_control,delegated_detail,delegated_to_decree,both,high,This is a delegation clause pointing to the Presidential Decree for specific operational methods and procedures regarding contract document delivery.
high,split_parent|not_direct_checkable|core_obligation_mode,law_fincpa_main_2026-01-02:제25조:①,law_fincpa_main_2026-01-02:제25조:①:ob03,제25조,①,금융상품판매대리ㆍ중개업자의 금지행위,unfair_sales_practice,split_unit,law_fincpa_main_2026-01-02:제25조:①:3호,금융상품판매대리·중개업자는 소비자 보호 또는 건전한 거래질서를 해칠 우려가 있는 대통령령으로 정하는 행위를 해서는 아니 된다.,그 밖에 금융소비자 보호 또는 건전한 거래질서를 해칠 우려가 있는 행위로서 대통령령으로 정하는 행위,multiple,solicitation|contracting,prohibited_action,must_not_do,delegated_to_decree,both,high,This is a catch-all prohibition clause that delegates specific prohibited acts to the enforcement decree.
high,split_parent|not_direct_checkable|core_obligation_mode,law_fincpa_main_2026-01-02:제26조:①,law_fincpa_main_2026-01-02:제26조:①:ob05,제26조,①,금융상품판매대리ㆍ중개업자의 고지의무 등,explanation_duty,split_unit,law_fincpa_main_2026-01-02:제26조:①:5,Disclose other matters prescribed by Presidential Decree for consumer protection or sound market order.,그 밖에 금융소비자 보호 또는 건전한 거래질서를 위하여 대통령령으로 정하는 사항,general,solicitation|contracting,required_content,delegated_detail,delegated_to_decree,consumer_facing,high,Delegated to the Enforcement Decree for detailed disclosure items.
high,split_parent|not_direct_checkable|core_obligation_mode,law_fincpa_main_2026-01-02:제27조:③,law_fincpa_main_2026-01-02:제27조:③:ob01,제27조,③,금융상품자문업자의 영업행위준칙 등,explanation_duty,split_unit,law_fincpa_main_2026-01-02:제27조:③:1,"Disclose key advisory information (independence status, financial benefits, affiliated distributors, scope, and procedures) to consumers during the advisory process.",금융상품자문업자는 자문업무를 수행하는 과정에서 다음 각 호의 사항을 금융소비자에게 알려야 하며,investment,advisory,required_content,must_disclose,needs_subrule_design,consumer_facing,high,"The disclosure items include independence status, financial benefits from distributors, affiliated distributors, scope of products, and advisory procedures."
high,split_parent|not_direct_checkable|core_obligation_mode,law_fincpa_main_2026-01-02:제27조:⑤,law_fincpa_main_2026-01-02:제27조:⑤:ob02,제27조,⑤,금융상품자문업자의 영업행위준칙 등,unfair_sales_practice,split_unit,law_fincpa_main_2026-01-02:제27조:⑤:2,독립금융상품자문업자는 금융소비자와의 이해상충이 발생할 수 있는 행위로서 대통령령으로 정하는 행위를 하여서는 아니 된다.,독립금융상품자문업자는 다음 각 호의 어느 하나에 해당하는 행위를 해서는 아니 된다. 2. 그 밖에 금융소비자와의 이해상충이 발생할 수 있는 행위로서 대통령령으로 정하는 행위,general,advisory,prohibited_action,must_not_do,delegated_to_decree,internal_only,high,Requires checking the Enforcement Decree for specific prohibited conflict-of-interest activities.
high,high_priority_article|split_parent|not_direct_checkable,law_fincpa_main_2026-01-02:제28조:①,law_fincpa_main_2026-01-02:제28조:①:ob01,제28조,①,자료의 기록 및 유지ㆍ관리 등,other,split_unit,law_fincpa_main_2026-01-02:제28조:①:01,Record business-related materials as prescribed by Presidential Decree,금융상품판매업자등은 금융상품판매업등의 업무와 관련한 자료로서 대통령령으로 정하는 자료를 기록하여야 하며,general,internal_control,recordkeeping,must_keep_record,delegated_to_decree,internal_only,high,Requires the creation and recording of specific business documents as defined in the Presidential Decree.
high,high_priority_article|split_parent|not_direct_checkable,law_fincpa_main_2026-01-02:제28조:①,law_fincpa_main_2026-01-02:제28조:①:ob02,제28조,①,자료의 기록 및 유지ㆍ관리 등,other,split_unit,law_fincpa_main_2026-01-02:제28조:①:02,Maintain and manage recorded materials for the retention periods prescribed by Presidential Decree,자료의 종류별로 대통령령으로 정하는 기간 동안 유지ㆍ관리하여야 한다.,general,internal_control,recordkeeping,must_keep_record,delegated_to_decree,internal_only,high,Requires maintaining and managing the recorded materials for the specific retention periods defined by the Presidential Decree.
high,high_priority_article|not_direct_checkable|core_obligation_mode,law_fincpa_main_2026-01-02:제28조:②,law_fincpa_main_2026-01-02:제28조:②:ob01,제28조,②,자료의 기록 및 유지ㆍ관리 등,other,single_unit,law_fincpa_main_2026-01-02:제28조:②:01,"금융상품판매업자등은 기록 및 유지·관리하는 자료의 멸실, 위조, 변조 방지를 위한 적절한 대책을 수립 및 시행하여야 한다.",기록 및 유지ㆍ관리하여야 하는 자료가 멸실 또는 위조되거나 변조되지 아니하도록 적절한 대책을 수립ㆍ시행하여야 한다,general,internal_control,workflow_control,must_have_control,needs_subrule_design,internal_only,high,This requires financial sales agents to establish internal security and integrity controls for stored records.
high,high_priority_article|not_direct_checkable|core_obligation_mode,law_fincpa_main_2026-01-02:제28조:③,law_fincpa_main_2026-01-02:제28조:③:ob01,제28조,③,자료의 기록 및 유지ㆍ관리 등,other,single_unit,law_fincpa_main_2026-01-02:제28조:③:01,"Allow financial consumers to access, copy, or listen to recorded and maintained data upon request for dispute resolution or litigation purposes.",금융소비자는 제36조에 따른 분쟁조정 또는 소송의 수행 등 권리구제를 위한 목적으로 제1항에 따라 금융상품판매업자등이 기록 및 유지ㆍ관리하는 자료의 열람(사본의 제공 또는 청취를 포함한다. 이하 이 조에서 같다)을 요구할 수 있다.,general,all_customer_facing,workflow_control,must_do,needs_subrule_design,consumer_facing,high,"This establishes the consumer's right to request access, which creates a corresponding obligation for the financial sales agent to establish a workflow to receive and process these data access requests."
high,high_priority_article|split_parent|core_obligation_mode,law_fincpa_main_2026-01-02:제28조:④,law_fincpa_main_2026-01-02:제28조:④:ob01,제28조,④,자료의 기록 및 유지ㆍ관리 등,other,split_unit,law_fincpa_main_2026-01-02:제28조:④:01,Allow financial consumers to inspect requested records within 10 days or the period prescribed by Presidential Decree.,금융상품판매업자등은 제3항에 따른 열람을 요구받았을 때에는 해당 자료의 유형에 따라 요구받은 날부터 10일 이내의 범위에서 대통령령으로 정하는 기간 내에 금융소비자가 해당 자료를 열람할 수 있도록 하여야 한다.,general,all_customer_facing,workflow_control,must_do,direct_checkable,consumer_facing,high,Establishes the primary timeline for consumer data access requests.
high,high_priority_article|split_parent|not_direct_checkable|core_obligation_mode,law_fincpa_main_2026-01-02:제28조:④,law_fincpa_main_2026-01-02:제28조:④:ob02,제28조,④,자료의 기록 및 유지ㆍ관리 등,other,split_unit,law_fincpa_main_2026-01-02:제28조:④:02,"If inspection cannot be provided within the period due to justifiable reasons, notify the consumer to postpone, and allow inspection without delay once the reason ceases to exist.","이 경우 해당 기간 내에 열람할 수 없는 정당한 사유 가 있을 때에는 금융소비자에게 그 사유를 알리고 열람을 연기할 수 있으며, 그 사유가 소멸 하면 지체 없이 열람하게 하여야 한다.",general,all_customer_facing,workflow_control,must_do,needs_subrule_design,consumer_facing,high,"Governs the exception handling workflow for delayed data access, requiring notification and immediate post-delay resolution."
high,high_priority_article|not_direct_checkable|core_obligation_mode,law_fincpa_main_2026-01-02:제28조:⑤,law_fincpa_main_2026-01-02:제28조:⑤:ob01,제28조,⑤,자료의 기록 및 유지ㆍ관리 등,other,single_unit,law_fincpa_main_2026-01-02:제28조:⑤,Notify the consumer of the reason when restricting or refusing a request to inspect recorded materials under statutory or safety exceptions.,금융상품판매업자등은 다음 각 호의 어느 하나에 해당하는 경우에는 금융소비자에게 그 사유를 알리고 열람을 제한하거나 거절할 수 있다.,general,all_customer_facing,workflow_control,must_do,needs_subrule_design,consumer_facing,high,"While this grants a right to restrict/refuse, it imposes a mandatory operational duty to notify the consumer of the specific reason ('그 사유를 알리고') when exercising this restriction."
medium,split_parent|not_direct_checkable,law_fincpa_main_2026-01-02:제13조,law_fincpa_main_2026-01-02:제13조:ob01,제13조,,영업행위 준수사항 해석의 기준,general_principle,split_unit,law_fincpa_main_2026-01-02:제13조_1,Prioritize financial consumer rights when interpreting and applying sales conduct rules.,이 장의 영업행위 준수사항에 관한 규정을 해석ㆍ적용하려는 경우 금융소비자의 권익을 우선적으로 고려하여야 하며,general,all_customer_facing,general_principle,must_do,needs_subrule_design,both,high,This is a high-level interpretive principle that must guide internal compliance policies and legal interpretations.
medium,split_parent|not_direct_checkable,law_fincpa_main_2026-01-02:제13조,law_fincpa_main_2026-01-02:제13조:ob02,제13조,,영업행위 준수사항 해석의 기준,general_principle,split_unit,law_fincpa_main_2026-01-02:제13조_2,Ensure equitable interpretation and application of sales conduct rules based on product types and business sectors.,금융상품 또는 계약 관계의 특성 등에 따라 금융상품 유형별 또는 금융상품판매업자등의 업종별로 형평에 맞게 해석ㆍ적용되도록 하여야 한다.,general,all_customer_facing,general_principle,must_do,needs_subrule_design,both,high,Requires proportional and equitable application tailored to specific financial product types and business sectors.
medium,split_parent|not_direct_checkable,law_fincpa_main_2026-01-02:제14조:②,law_fincpa_main_2026-01-02:제14조:②:ob01,제14조,②,신의성실의무 등,general_principle,split_unit,law_fincpa_main_2026-01-02:제14조:②:01,Ensure fairness in the content and procedures of business operations when conducting financial product sales.,금융상품판매업자등은 금융상품판매업등을 영위할 때 업무의 내용과 절차를 공정히 하여 야 하며,general,all_customer_facing,general_principle,must_do,needs_subrule_design,both,high,This establishes a broad duty of fairness in business processes that requires internal policy design to implement.
medium,not_direct_checkable|core_obligation_mode,law_fincpa_main_2026-01-02:제15조,law_fincpa_main_2026-01-02:제15조:ob01,제15조,,차별금지,general_principle,single_unit,law_fincpa_main_2026-01-02:제15조,"금융상품 또는 금융상품자문 계약 체결 시 성별, 학력, 장애, 사회적 신분 등을 이유로 계약조건에 관하여 금융소비자를 부당하게 차별하는 행위 금지",금융상품판매업자등은 금융상품 또는 금융상품자문에 관한 계약을 체결하는 경우 정당한 사유 없이 성별ㆍ학력ㆍ장애ㆍ사회적 신분 등을 이유로 계약조건에 관하여 금융 소비자를 부당하게 차별해서는 아니 된다.,general,contracting,prohibited_action,must_not_do,needs_subrule_design,consumer_facing,high,계약 체결 과정에서 부당한 차별이 발생하지 않도록 내부 심사 기준 및 가이드라인에 차별 금지 요소를 반영해야 합니다.
medium,not_direct_checkable|core_obligation_mode,law_fincpa_main_2026-01-02:제16조:②,law_fincpa_main_2026-01-02:제16조:②:ob01,제16조,②,금융상품판매업자등의 관리책임,internal_control,single_unit,law_fincpa_main_2026-01-02:제16조:②:01,"Establish internal control standards and procedures for executives, employees, and sales agents/brokers to comply with during their duties.",법인인 금융상품판매업자등으로서 대통령령으로 정하는 자는 제1항에 따른 관리업무를 이행하기 위하여 그 임직원 및 금융상품판매대리ㆍ중개업자가 직무를 수행할 때 준수하여야 할 기준 및 절차(이하 “내부통제기준”이라 한다)를 대통령령으로 정하는 바에 따라 마련하여 야 한다.,general,internal_control,workflow_control,must_have_control,needs_subrule_design,internal_only,high,This mandates the establishment of internal control standards (내부통제기준) for specified corporate financial sales agents/brokers.
medium,high_priority_article|core_obligation_mode,law_fincpa_main_2026-01-02:제17조:①,law_fincpa_main_2026-01-02:제17조:①:ob01,제17조,①,적합성원칙,consumer_fit_assessment,single_unit,law_fincpa_main_2026-01-02:제17조:①:01,Verify whether the financial consumer is a general or professional consumer when entering into a contract or providing advisory services.,금융상품계약체결등을 하거나 자문업무를 하는 경우에는 상대방인 금융소비자가 일반금융소비자인지 전문금융소비자인지를 확인하여야 한다,general,contracting|advisory,workflow_control,must_do,direct_checkable,both,high,This is a foundational verification step required before proceeding with suitability assessments or contract execution.
medium,high_priority_article|split_parent,law_fincpa_main_2026-01-02:제17조:②,law_fincpa_main_2026-01-02:제17조:②:ob02,제17조,②,적합성원칙,consumer_fit_assessment,split_unit,law_fincpa_main_2026-01-02:제17조:②:2,"파악한 소비자 정보에 대해 서명, 기명날인, 녹취 등의 방법으로 확인을 받아 이를 유지·관리해야 한다.","일반금융소비자로부터 서명(「전자서명법」 제2조제2호에 따른 전자서명을 포함한다. 이하 같다), 기명날인, 녹취 또는 그 밖에 대통령령으로 정하는 방법으로 확인을 받아 이를 유지ㆍ관리하여야 하며",multiple,solicitation|advisory,recordkeeping,must_keep_record,direct_checkable,both,high,This covers the confirmation and recordkeeping requirement for the assessed consumer profile.
medium,high_priority_article|split_parent,law_fincpa_main_2026-01-02:제17조:②,law_fincpa_main_2026-01-02:제17조:②:ob03,제17조,②,적합성원칙,consumer_fit_assessment,split_unit,law_fincpa_main_2026-01-02:제17조:②:3,확인받은 소비자 정보 내용을 일반금융소비자에게 지체 없이 제공해야 한다.,확인받은 내용을 일반금융소비자에게 지체 없이 제공하여야 한다.,multiple,solicitation|advisory,required_action,must_do,direct_checkable,consumer_facing,high,This covers the immediate delivery of the confirmed suitability profile to the consumer.
