review_priority,priority_reason,parent_record_id,obligation_id,article_id,paragraph_id,article_title,parent_topic_family,parent_decomposition_strategy,obligation_label,obligation_summary,source_span_text,product_scope,channel_scope,obligation_mode,trigger_type,operationality,consumer_visibility,gemini_confidence,reviewer_note
medium,high_priority_article|not_direct_checkable,law_fincpa_main_2026-01-02:제17조:⑥,law_fincpa_main_2026-01-02:제17조:⑥:ob01,제17조,⑥,적합성원칙,consumer_fit_assessment,single_unit,law_fincpa_main_2026-01-02:제17조:⑥:01,금융상품판매업자등은 대통령령으로 정하는 자에게 적합성원칙 적용을 별도로 요청할 수 있음을 미리 알려야 한다.,제5항에 따른 금융상품판매업자등은 같은 항 단서에 따라 대통령령으로 정하는 자에게 제1항부터 제3항까지의 규정의 적용을 별도로 요청할 수 있음을 대통령령으로 정하는 바에 따라 미리 알려야 한다.,general,solicitation|contracting,required_action,must_do,needs_subrule_design,consumer_facing,high,대통령령으로 정하는 구체적인 대상자 및 사전 고지 방식에 대한 하위 규정 확인이 필요합니다.
medium,high_priority_article|split_parent,law_fincpa_main_2026-01-02:제18조:②,law_fincpa_main_2026-01-02:제18조:②:ob02,제18조,②,적정성원칙,consumer_fit_assessment,split_unit,law_fincpa_main_2026-01-02:제18조:②:02,"Obtain confirmation from the general financial consumer via signature, seal, audio recording, or other prescribed methods after notifying them of unsuitability.","그 일반금융소비자로부터 서명, 기명날인, 녹취, 그 밖에 대통령령 으로 정하는 방법으로 확인을 받아야 한다",multiple,solicitation|contracting,recordkeeping,must_keep_record,direct_checkable,consumer_facing,high,"Requires capturing and storing verifiable consumer consent/acknowledgment (signature, recording, etc.) in the system."
medium,high_priority_article|not_direct_checkable,law_fincpa_main_2026-01-02:제18조:⑤,law_fincpa_main_2026-01-02:제18조:⑤:ob01,제18조,⑤,적정성원칙,consumer_fit_assessment,single_unit,law_fincpa_main_2026-01-02:제18조:⑤:01,Notify eligible consumers in advance that they can request the application of suitability and adequacy principles.,금융상품판매업자는 같은 항 단서에 따라 대통령령으로 정하는 자에게 제 1항과 제2항의 적용을 별도로 요청할 수 있음을 대통령령으로 정하는 바에 따라 미리 알려야 한다.,general,solicitation|contracting,required_action,must_do,needs_subrule_design,consumer_facing,high,"The notification must be delivered in advance to the specific consumers defined by the Presidential Decree, outlining their right to request the application of Paragraphs 1 and 2."
medium,high_priority_article|split_parent,law_fincpa_main_2026-01-02:제19조:②,law_fincpa_main_2026-01-02:제19조:②:ob01,제19조,②,설명의무,explanation_duty,split_unit,law_fincpa_main_2026-01-02:제19조:②:01,"Provide product explanation documents to general financial consumers, except where exempted by Presidential Decree.","금융상품판매업자등은 제1항에 따른 설명에 필요한 설명서를 일반금융소비자에게 제공 하여야 하며, ... 다만, 금융소비자 보호 및 건전한 거래질서를 해칠 우려가 없는 경우로서 대통령령으로 정하는 경우에는 설명서를 제공하지 아니할 수 있다.",general,solicitation|contracting,required_action,must_do,direct_checkable,consumer_facing,high,This establishes the core operational requirement to deliver physical or digital explanation documents to the consumer during solicitation or contracting.
medium,high_priority_article|not_direct_checkable,law_fincpa_main_2026-01-02:제20조:②,law_fincpa_main_2026-01-02:제20조:②:ob01,제20조,②,불공정영업행위의 금지,unfair_sales_practice,single_unit,law_fincpa_main_2026-01-02:제20조:②:01,Refer to the Presidential Decree for the specific types and standards of prohibited unfair sales practices.,불공정영업행위에 관하여 구체적인 유형 또는 기준은 대통령령으로 정한다.,general,all_customer_facing,general_principle,delegated_detail,delegated_to_decree,internal_only,high,This is a delegation clause pointing to the Presidential Decree for detailed operational standards on unfair sales practices.
medium,split_parent|core_obligation_mode,law_fincpa_main_2026-01-02:제21조의2:①,law_fincpa_main_2026-01-02:제21조의2:①:ob01,제21조의2,①,방문판매 및 전화권유판매 관련 준수사항,improper_solicitation,split_unit,law_fincpa_main_2026-01-02:제21조의2:①:1,"Inform general consumers of their right to request prohibition of solicitation contacts (do-not-call right) via written, electronic, or oral means.",일반금융소비자가 금융상품판매업자등에 대하여 금융상품을 소개하거나 계약 체결을 권유할 목적으로 본인에게 연락하는 것을 금지하도록 요구할 수 있다는 사항,general,solicitation|visit_sales|phone_sales,required_content,must_disclose,direct_checkable,consumer_facing,high,Requires disclosure of the consumer's right to opt-out of solicitation contacts.
medium,not_direct_checkable|core_obligation_mode,law_fincpa_main_2026-01-02:제21조의2:④,law_fincpa_main_2026-01-02:제21조의2:④:ob01,제21조의2,④,방문판매 및 전화권유판매 관련 준수사항,internal_control,single_unit,law_fincpa_main_2026-01-02:제21조의2:④:01,금융상품판매업자등은 방문판매 및 전화권유판매 관련 의무를 이행하기 위한 시스템을 구축·운영하여야 한다.,금융상품판매업자등은 대통령령으로 정하는 바에 따라 제2항에 따른 의무를 이행하기 위한 시스템을 갖추어야 한다.,general,visit_sales|phone_sales|internal_control,workflow_control,must_have_control,needs_subrule_design,internal_only,high,"This requires establishing an internal control system to support compliance with visit and phone sales obligations, with specific details delegated to the Presidential Decree."
medium,not_direct_checkable|core_obligation_mode,law_fincpa_main_2026-01-02:제21조의2:⑥,law_fincpa_main_2026-01-02:제21조의2:⑥:ob01,제21조의2,⑥,방문판매 및 전화권유판매 관련 준수사항,improper_solicitation,single_unit,law_fincpa_main_2026-01-02:제21조의2:⑥:01,구체적인 내용 및 절차에 관한 세부사항은 대통령령에 따른다.,그 밖에 제1항부터 제4항까지와 관련된 구체적인 내용 및 절차에 관하여 필요한 세부사항은 대통령령으로 정한다.,general,visit_sales|phone_sales,workflow_control,delegated_detail,delegated_to_decree,internal_only,high,This is a delegation clause pointing to the Presidential Decree for detailed procedures on door-to-door and telemarketing sales.
medium,high_priority_article|not_direct_checkable,law_fincpa_main_2026-01-02:제22조:②,law_fincpa_main_2026-01-02:제22조:②:ob01,제22조,②,금융상품등에 관한 광고 관련 준수사항,advertising_compliance,single_unit,law_fincpa_main_2026-01-02:제22조:②:01,Ensure financial product advertisements are clear and fair to prevent consumer misunderstanding.,금융상품등에 관한 광고를 하는 경우에는 금융소비자가 금융상품의 내용을 오해하지 아니하도록 명확하고 공정하게 전달하여야 한다.,general,advertising,general_principle,must_do,needs_subrule_design,consumer_facing,high,This is a high-level principle that requires internal guidelines and review processes to define what constitutes 'clear and fair' advertising.
medium,high_priority_article|not_direct_checkable,law_fincpa_main_2026-01-02:제22조:⑤,law_fincpa_main_2026-01-02:제22조:⑤:ob01,제22조,⑤,금융상품등에 관한 광고 관련 준수사항,advertising_compliance,single_unit,law_fincpa_main_2026-01-02:제22조:⑤:01,금융상품 광고 시 표시·광고의 공정화에 관한 법률에 따른 표시·광고사항 준수,금융상품등에 관한 광고를 할 때 「표시ㆍ광고의 공정화에 관한 법률」 제4조제1항에 따른 표시ㆍ광고사항이 있는 경우에는 같은 법에서 정하는 바에 따른다.,general,advertising,required_action,must_do,needs_subrule_design,consumer_facing,high,This establishes a cross-reference obligation to the Fair Labeling and Advertising Act for financial product advertisements.
medium,high_priority_article|not_direct_checkable,law_fincpa_main_2026-01-02:제23조:②,law_fincpa_main_2026-01-02:제23조:②:ob01,제23조,②,계약서류의 제공의무,other,single_unit,law_fincpa_main_2026-01-02:제23조:②:01,"In the event of a dispute, the financial business operator must prove the fact and timing of contract document delivery or contract conclusion.",계약서류의 제공 사실 또는 계약체결 사실 및 그 시기에 관하여 금융소비자 와 다툼이 있는 경우에는 금융상품직접판매업자 및 금융상품자문업자가 이를 증명하여야 한다,general,contracting,recordkeeping,must_keep_record,needs_subrule_design,both,high,"To meet this burden of proof, financial institutions must design internal systems to securely log and retain delivery receipts and timestamps of contract execution."
medium,split_parent|core_obligation_mode,law_fincpa_main_2026-01-02:제25조:①,law_fincpa_main_2026-01-02:제25조:①:ob01,제25조,①,금융상품판매대리ㆍ중개업자의 금지행위,unfair_sales_practice,split_unit,law_fincpa_main_2026-01-02:제25조:①:1호,"금융상품판매대리·중개업자는 금융소비자로부터 투자금, 보험료 등 계약 이행으로서의 급부를 수령해서는 아니 된다. (단, 권한을 부여받은 대통령령으로 정하는 행위는 제외)","금융소비자로부터 투자금, 보험료 등 계약의 이행으로서 급부를 받는 행위. 다만, 금융상품직접판매업자로부터 급부 수령에 관한 권한을 부여받은 경우로서 대통령령으로 정하는 행위는 제외한다.",multiple,contracting,prohibited_action,must_not_do,direct_checkable,consumer_facing,high,This prohibits unauthorized collection of payments (such as investment funds or insurance premiums) from consumers.
medium,split_parent|core_obligation_mode,law_fincpa_main_2026-01-02:제25조:①,law_fincpa_main_2026-01-02:제25조:①:ob02,제25조,①,금융상품판매대리ㆍ중개업자의 금지행위,unfair_sales_practice,split_unit,law_fincpa_main_2026-01-02:제25조:①:2호,"금융상품판매대리·중개업자는 대리·중개 업무를 제3자에게 재위탁하거나 대가를 지급해서는 아니 된다. (단, 이해상충 및 소비자 피해 우려가 없는 대통령령으로 정하는 행위는 제외)","금융상품판매대리ㆍ중개업자가 대리ㆍ중개하는 업무를 제3자에게 하게 하거나 그러한 행위에 관하여 수수료ㆍ보수나 그 밖의 대가를 지급하는 행위. 다만, 금융상품직접판매업자의 이익과 상충되지 아니하고 금융소비자 보호를 해치지 아니하는 경우로서 대통령령으로 정하는 행위는 제외한다.",multiple,solicitation|contracting,prohibited_action,must_not_do,direct_checkable,internal_only,high,This prohibits unauthorized delegation/sub-contracting of agency or brokerage duties to third parties.
medium,not_direct_checkable|core_obligation_mode,law_fincpa_main_2026-01-02:제25조:③,law_fincpa_main_2026-01-02:제25조:③:ob01,제25조,③,금융상품판매대리ㆍ중개업자의 금지행위,unfair_sales_practice,single_unit,law_fincpa_main_2026-01-02:제25조:③:01,금융상품판매대리·중개업자의 수수료 범위 및 재산상 이익의 구체적 사항은 대통령령에 따른다.,"제2항의 수수료의 범위, 재산상 이익의 내용에 관한 구체적인 사항은 대통령령으로 정한다.",general,solicitation|contracting,required_content,delegated_detail,delegated_to_decree,internal_only,high,This is a delegation clause pointing to the Presidential Decree for the specific scope of prohibited fees and financial benefits.
medium,split_parent|core_obligation_mode,law_fincpa_main_2026-01-02:제26조:①,law_fincpa_main_2026-01-02:제26조:①:ob01,제26조,①,금융상품판매대리ㆍ중개업자의 고지의무 등,explanation_duty,split_unit,law_fincpa_main_2026-01-02:제26조:①:1,Disclose the name and business details of the direct financial product seller being represented or brokered.,금융상품판매대리ㆍ중개업자가 대리ㆍ중개하는 금융상품직접판매업자의 명칭 및 업무 내용,general,solicitation|contracting,required_content,must_disclose,direct_checkable,consumer_facing,high,Must be disclosed to the consumer in advance of performing agency or brokerage services.
medium,split_parent|core_obligation_mode,law_fincpa_main_2026-01-02:제26조:①,law_fincpa_main_2026-01-02:제26조:①:ob02,제26조,①,금융상품판매대리ㆍ중개업자의 고지의무 등,explanation_duty,split_unit,law_fincpa_main_2026-01-02:제26조:①:2,Disclose whether the agent or broker exclusively represents or brokers for a single direct financial product seller.,하나의 금융상품직접판매업자만을 대리하거나 중개하는 금융상품판매대리ㆍ중개업자인지 여부,general,solicitation|contracting,required_content,must_disclose,direct_checkable,consumer_facing,high,Must disclose exclusivity status to the consumer in advance.
medium,split_parent|core_obligation_mode,law_fincpa_main_2026-01-02:제26조:①,law_fincpa_main_2026-01-02:제26조:①:ob03,제26조,①,금융상품판매대리ㆍ중개업자의 고지의무 등,explanation_duty,split_unit,law_fincpa_main_2026-01-02:제26조:①:3,Disclose the lack of contract-concluding authority if such authority has not been granted by the direct seller.,금융상품직접판매업자로부터 금융상품 계약체결권을 부여받지 아니한 금융상품판매대리ㆍ중개업자의 경우 자신이 금융상품계약을 체결할 권한이 없다는 사실,general,solicitation|contracting,required_content,must_disclose,direct_checkable,consumer_facing,high,Crucial disclosure to prevent consumer confusion regarding contract execution authority.
medium,split_parent|core_obligation_mode,law_fincpa_main_2026-01-02:제26조:①,law_fincpa_main_2026-01-02:제26조:①:ob04,제26조,①,금융상품판매대리ㆍ중개업자의 고지의무 등,explanation_duty,split_unit,law_fincpa_main_2026-01-02:제26조:①:4,Disclose matters regarding liability for damages under Articles 44 and 45.,제44조와 제45조에 따른 손해배상책임에 관한 사항,general,solicitation|contracting,required_content,must_disclose,direct_checkable,consumer_facing,high,Requires explaining liability provisions to the consumer in advance.
medium,not_direct_checkable|core_obligation_mode,law_fincpa_main_2026-01-02:제26조:③,law_fincpa_main_2026-01-02:제26조:③:ob01,제26조,③,금융상품판매대리ㆍ중개업자의 고지의무 등,other,single_unit,law_fincpa_main_2026-01-02:제26조:③:01,금융상품판매대리·중개업자의 표지 게시 및 증표 제시에 관한 구체적인 사항은 대통령령이 정하는 바에 따른다.,제2항에 따른 표지 게시 및 증표 제시에 관한 구체적인 사항은 대통령령으로 정한다.,general,all_customer_facing,workflow_control,delegated_detail,delegated_to_decree,both,high,이 조항은 표지 게시 및 증표 제시에 관한 세부 사항을 대통령령으로 위임하는 규정입니다.
medium,split_parent|core_obligation_mode,law_fincpa_main_2026-01-02:제27조:⑤,law_fincpa_main_2026-01-02:제27조:⑤:ob01,제27조,⑤,금융상품자문업자의 영업행위준칙 등,unfair_sales_practice,split_unit,law_fincpa_main_2026-01-02:제27조:⑤:1,독립금융상품자문업자는 금융소비자의 자문 응답과 관련하여 금융상품판매업자로부터 재산상 이익을 받는 행위를 하여서는 아니 된다.,독립금융상품자문업자는 다음 각 호의 어느 하나에 해당하는 행위를 해서는 아니 된다. 1. 금융소비자의 자문에 대한 응답과 관련하여 금융상품판매업자(임직원을 포함한다)로부터 재산상 이익을 받는 행위.,general,advisory,prohibited_action,must_not_do,direct_checkable,internal_only,high,Excludes cases prescribed by Presidential Decree where compensation is received for responding to the product seller's own consultation.
low,not_direct_checkable,law_fincpa_main_2026-01-02:제14조:①,law_fincpa_main_2026-01-02:제14조:①:ob01,제14조,①,신의성실의무 등,general_principle,single_unit,law_fincpa_main_2026-01-02:제14조:①:01,"금융상품판매업자등은 계약 체결, 권리 행사 및 의무 이행 시 신의성실의 원칙을 준수하여야 한다.","금융상품판매업자등은 금융상품 또는 금융상품자문에 관한 계약의 체결, 권리의 행사 및 의무의 이행을 신의성실의 원칙에 따라 하여야 한다.",general,all_customer_facing,general_principle,must_do,needs_subrule_design,consumer_facing,high,"This is a foundational principle of good faith. While it is a general principle, it serves as the basis for internal conduct guidelines and customer-facing interactions."
low,not_direct_checkable,law_fincpa_main_2026-01-02:제16조:①,law_fincpa_main_2026-01-02:제16조:①:ob01,제16조,①,금융상품판매업자등의 관리책임,internal_control,single_unit,law_fincpa_main_2026-01-02:제16조:①:01,Supervise and manage employees and sales agents to ensure compliance with laws and prevent disruption of sound market order.,금융상품판매업자등은 임직원 및 금융상품판매대 리ㆍ중개업자가 업무를 수행할 때 법령을 준수하고 건전한 거래질서를 해치는 일이 없도록 성실히 관리하여야 한다.,general,internal_control,required_action,must_have_control,needs_subrule_design,internal_only,high,"Excludes insurance brokers under Article 2, Paragraph 11 of the Insurance Business Act as specified in the parent clause."
low,not_direct_checkable,law_fincpa_main_2026-01-02:제16조의2:①,law_fincpa_main_2026-01-02:제16조의2:①:ob01,제16조의2,①,방문판매 및 전화권유판매 임직원의 명부 작성 등,other,single_unit,law_fincpa_main_2026-01-02:제16조의2:①:01,Create and maintain a registry of employees engaged in door-to-door (visit) sales and telemarketing (phone sales) as prescribed by the Presidential Decree.,방문판매 및 전화권유판매를 하려는 임직원의 명부를 대통령령으로 정하는 바에 따라 작성하여야 한다.,general,visit_sales|phone_sales,recordkeeping,must_keep_record,delegated_to_decree,internal_only,high,"The obligation requires financial sales business operators to establish and maintain a registry of their door-to-door and telemarketing sales staff, with specific details delegated to the Presidential Decree."
low,not_direct_checkable,law_fincpa_main_2026-01-02:제16조의2:②,law_fincpa_main_2026-01-02:제16조의2:②:ob01,제16조의2,②,방문판매 및 전화권유판매 임직원의 명부 작성 등,other,single_unit,law_fincpa_main_2026-01-02:제16조의2:②:01,금융소비자 요청 시 방문판매 및 전화권유판매 임직원의 신원을 즉시 확인할 수 있도록 조치,금융소비자가 요청하면 언제든지 금융소비자로 하여금 방문판매 및 전화권유판매를 하려는 임직원의 신원을 확인할 수 있도록 하여야 한다.,general,visit_sales|phone_sales,required_action,must_do,needs_subrule_design,consumer_facing,high,"금융소비자의 신원 확인 요청에 즉각 대응할 수 있는 시스템이나 절차(예: 신원확인증 제시, 콜센터 확인 등)를 마련해야 하므로 하부 설계가 필요합니다."
low,split_parent,law_fincpa_main_2026-01-02:제16조의2:③,law_fincpa_main_2026-01-02:제16조의2:③:ob01,제16조의2,③,방문판매 및 전화권유판매 임직원의 명부 작성 등,improper_solicitation,split_unit,law_fincpa_main_2026-01-02:제16조의2:③:01,Disclose the purpose of the visit or phone call to the financial consumer in advance.,금융소비자에게 미리 해당 방문 또는 전화가 판매를 권유하기 위한 것이라는 점,general,visit_sales|phone_sales|solicitation,required_action,must_do,direct_checkable,consumer_facing,high,Requires sales representatives to clearly state that the purpose of the contact is solicitation before proceeding.
low,split_parent,law_fincpa_main_2026-01-02:제16조의2:③,law_fincpa_main_2026-01-02:제16조의2:③:ob02,제16조의2,③,방문판매 및 전화권유판매 임직원의 명부 작성 등,improper_solicitation,split_unit,law_fincpa_main_2026-01-02:제16조의2:③:02,Disclose the representative's name/identity and the type and details of the financial product being sold.,"방문판매 및 전화권유판매를 하려는 임직원의 성명 또는 명칭, 판매하는 금융상품의 종류 및 내용을 밝혀야 한다",general,visit_sales|phone_sales|solicitation,required_action,must_do,direct_checkable,consumer_facing,high,Requires disclosure of the representative's identity and the product's key characteristics prior to sales activities.
low,,law_fincpa_main_2026-01-02:제21조의2:②,law_fincpa_main_2026-01-02:제21조의2:②:ob01,제21조의2,②,방문판매 및 전화권유판매 관련 준수사항,improper_solicitation,single_unit,law_fincpa_main_2026-01-02:제21조의2:②:01,금융상품판매업자등은 일반금융소비자가 방문판매 또는 전화권유판매의 중단을 요구하는 경우 즉시 이에 응해야 한다.,금융상품판매업자등은 일반금융소비자가 제1항제1호의 요구를 하면 즉시 이에 따라야 한다.,general,visit_sales|phone_sales,required_action,must_do,direct_checkable,consumer_facing,high,"This mandates immediate compliance with a consumer's do-not-call or do-not-visit request under Paragraph 1, Item 1."
low,core_obligation_mode,law_fincpa_main_2026-01-02:제21조의2:③,law_fincpa_main_2026-01-02:제21조의2:③:ob01,제21조의2,③,방문판매 및 전화권유판매 관련 준수사항,improper_solicitation,single_unit,law_fincpa_main_2026-01-02:제21조의2:③:01,"Prohibit night-time visits or contacts (9 PM to 8 AM) for financial product introduction or solicitation, unless specifically requested by the consumer.","금융상품을 소개하거나 계약 체결을 권유할 목적으로 야간(오후 9시 이후부터 다음 날 오전 8시까지를 말한다)에 금융소비자를 방문하거나 연락하여서는 아니 된다. 다만, 금융소비자가 요청하는 경우에는 제외한다.",general,visit_sales|phone_sales|solicitation,prohibited_action,must_not_do,direct_checkable,consumer_facing,high,The prohibition applies strictly between 21:00 and 08:00 the next day. Systems must block automated or manual outreach during these hours unless a valid consumer consent/request record is active.
low,core_obligation_mode,law_fincpa_main_2026-01-02:제21조의2:⑤,law_fincpa_main_2026-01-02:제21조의2:⑤:ob01,제21조의2,⑤,방문판매 및 전화권유판매 관련 준수사항,other,single_unit,law_fincpa_main_2026-01-02:제21조의2:⑤:01,"Upon request by the Financial Services Commission, financial product distributors must submit or allow inspection of communication records to verify compliance with visit and phone sales regulations.",금융위원회는 제2항 또는 제3항의 위반 여부를 확인하기 위하여 금융상품판매업자등에 대하여 통신기록 등의 제출 또는 열람을 요청할 수 있다.,general,visit_sales|phone_sales,workflow_control,must_do,direct_checkable,internal_only,high,"Although phrased as an FSC authority, this creates an operational obligation for financial sales agents to maintain and be ready to submit or display communication records upon official request."
low,core_obligation_mode,law_fincpa_main_2026-01-02:제24조,law_fincpa_main_2026-01-02:제24조:ob01,제24조,,미등록자를 통한 금융상품판매 대리ㆍ중개 금지,unfair_sales_practice,single_unit,law_fincpa_main_2026-01-02:제24조,Prohibit outsourcing or allowing unregistered entities to act as agents or brokers for financial contracts.,금융상품판매업자는 금융상품판매대 리ㆍ중개업자가 아닌 자에게 금융상품계약체결등을 대리하거나 중개하게 해서는 아니 된다.,general,solicitation|contracting,prohibited_action,must_not_do,direct_checkable,internal_only,high,This is a strict prohibition on utilizing unregistered intermediaries for financial product sales and contracting activities.
low,core_obligation_mode,law_fincpa_main_2026-01-02:제25조:②,law_fincpa_main_2026-01-02:제25조:②:ob01,제25조,②,금융상품판매대리ㆍ중개업자의 금지행위,unfair_sales_practice,single_unit,law_fincpa_main_2026-01-02:제25조:②:01,금융상품판매대리·중개업자는 직접판매업자로부터 정해진 수수료 외의 금품이나 재산상 이익을 요구하거나 수취해서는 안 된다.,"금융상품판매대리ㆍ중개업자는 금융상품판매 대리ㆍ중개 업무를 수행할 때 금융상품직접판매업자로부터 정해진 수수료 외의 금품, 그 밖의 재산상 이익을 요구하거나 받아서는 아니 된다.",general,solicitation|contracting,prohibited_action,must_not_do,direct_checkable,internal_only,high,This is a direct prohibition on receiving or demanding unauthorized commissions or financial benefits from direct sellers.
low,split_parent,law_fincpa_main_2026-01-02:제26조:②,law_fincpa_main_2026-01-02:제26조:②:ob01,제26조,②,금융상품판매대리ㆍ중개업자의 고지의무 등,other,split_unit,law_fincpa_main_2026-01-02:제26조:②:01,금융상품판매대리·중개업자는 업무 수행 시 자신이 대리·중개업자임을 나타내는 표지를 게시하여야 한다.,자신이 금융 상품판매대리ㆍ중개업자라는 사실을 나타내는 표지를 게시하거나,general,all_customer_facing|solicitation|contracting,required_action,must_do,direct_checkable,consumer_facing,high,This covers the physical or digital posting of the agent/broker status sign at the place of business or on the digital platform.
low,split_parent,law_fincpa_main_2026-01-02:제26조:②,law_fincpa_main_2026-01-02:제26조:②:ob02,제26조,②,금융상품판매대리ㆍ중개업자의 고지의무 등,other,split_unit,law_fincpa_main_2026-01-02:제26조:②:02,금융상품판매대리·중개업자는 업무 수행 시 자신이 대리·중개업자임을 나타내는 증표를 금융소비자에게 제시하여야 한다.,증표를 금융소비자에게 보여 주어야 한다.,general,all_customer_facing|solicitation|contracting,required_action,must_do,direct_checkable,consumer_facing,high,This covers the face-to-face or interactive presentation of identification credentials to the consumer during solicitation or contracting.
low,not_direct_checkable,law_fincpa_main_2026-01-02:제27조:①,law_fincpa_main_2026-01-02:제27조:①:ob01,제27조,①,금융상품자문업자의 영업행위준칙 등,general_principle,single_unit,law_fincpa_main_2026-01-02:제27조:①:01,Financial product advisors must provide advisory services to financial consumers with the duty of care of a good manager.,금융상품자문업자는 금융소비자에 대하여 선 량한 관리자의 주의로 자문에 응하여야 한다.,general,advisory,general_principle,must_do,needs_subrule_design,consumer_facing,high,"This establishes the core fiduciary duty of care for financial product advisors. While it is a general principle, it requires internal guidelines to define the standard of care in actual advisory workflows."
low,not_direct_checkable,law_fincpa_main_2026-01-02:제27조:②,law_fincpa_main_2026-01-02:제27조:②:ob01,제27조,②,금융상품자문업자의 영업행위준칙 등,general_principle,single_unit,law_fincpa_main_2026-01-02:제27조:②:01,Financial product advisors must perform their advisory duties faithfully to protect the interests of financial consumers.,금융상품자문업자는 금융소비자의 이익을 보호하기 위하여 자문업무를 충실하게 수행하여야 한다.,general,advisory,general_principle,must_do,needs_subrule_design,consumer_facing,high,"This is a foundational fiduciary duty for financial product advisors, requiring internal guidelines to define 'faithful performance' in advisory practices."
low,split_parent,law_fincpa_main_2026-01-02:제27조:③,law_fincpa_main_2026-01-02:제27조:③:ob02,제27조,③,금융상품자문업자의 영업행위준칙 등,explanation_duty,split_unit,law_fincpa_main_2026-01-02:제27조:③:2,Post signs or present credentials to consumers proving status as a financial product advisory business.,자신이 금융상품자문업자라는 사실을 나타내는 표지를 게시하거나 증표를 금융소비자에게 내보여야 한다.,investment,advisory,required_action,must_do,direct_checkable,consumer_facing,high,This is a physical or visual verification requirement (posting signage or presenting identification/credentials) to establish identity.
low,core_obligation_mode,law_fincpa_main_2026-01-02:제27조:④,law_fincpa_main_2026-01-02:제27조:④:ob01,제27조,④,금융상품자문업자의 영업행위준칙 등,advertising_compliance,single_unit,law_fincpa_main_2026-01-02:제27조:④:01,Non-independent financial product advisory businesses must not use the word 'independent' or its foreign equivalents in their names or advertisements.,독립금융상품자문업자가 아닌 자는 “독립”이라는 문자 또는 이와 같은 의미를 가지고 있 는 외국어 문자로서 대통령령으로 정하는 문자(이하 “독립문자”라 한다)를 명칭이나 광고에 사용할 수 없다.,general,advertising,prohibited_action,must_not_do,direct_checkable,consumer_facing,high,This is a straightforward prohibition on misleading naming and advertising for entities that do not qualify as independent financial product advisory businesses.
